BenSampID,Station_ID,Region,DistCat,Longitude,Latitude,IBI_Score,CollDate,SC_pt_POET,SC_pt_ffg_pred,SC_pt_NonIns,SC_pi_OET,SC_pt_tv_toler,SC_pt_volt_semi,SubCatAreaSqKm,WsAreaSqKm,ExactDrArea_km2,pcSLOPE,SLOPE,Velocity,SandSiltClay,sinuosity_1,ElevCat,BFICat,MSST_avg,Precip8110Cat,Precip8110Ws,Tmax8110Cat,Tmax8110Ws,Tmean8110Cat,Tmean8110Ws,Tmin8110Cat,Tmin8110Ws,PctWetWat2016Cat,PctWetWat2016Ws,PctFrst2016Cat,PctFrst2016WS,ICI_21,IWI_21,PctUrbMax,PctUrbLMH2016Cat,PctUrbLMH2016Ws,pcUrb_WsExact,pcUrb_1000m,PctAgMax,PctHayCrop2016Cat,PctHayCrop2016Ws,pcAg_WsExact,pcAg_1000m,AllAgNMax,AllAgNCat,AllAgNWs,RdDensMax,RdDensCat,RdDensWs,DamMax,DamNrmStorCat,DamNrmStorWs,CanalDensCat,CanalDensWs,MineDensCat,MineDensWs,NPDESDensCat,NPDESDensWs,SuperfundDensCat,SuperfundDensWs,TRIDensCat,TRIDensWs,WoodJabs,SubmergeVegJabs,VegMarginBankJabs,HardBottomJabs,NumHabitats,AvailCover,PoolSubstrat,PoolVariable,SedDeposit,ChannelFlow,ChannelAlt,sinuosity,LBStability,RBStability,LBVegProtect,RBVegProtect,LBRiparVeg,RBRiparVeg,HabitatScore,RifflePct,RunPct,GlidePct,PoolPct,CanopyCover,WidthMean,DepthMean,Temperature,SpecConductivity,DO,pH,sin500m,sin1000m,NHD_sinuosity,pcSlp500m,pcSlp1000m,NHD_pcSLOPE,ni_total,ni_Chiro,ni_EPT,ni_Trich,nt_total,nt_Amph,nt_Bival,nt_Coleo,nt_COET,nt_CruMol,nt_Dipt,nt_Ephem,nt_Ephemerellid,nt_EPT,nt_ET,nt_Gast,nt_Hepta,nt_Insect,nt_Isop,nt_Mega,nt_Nemour,nt_NonIns,nt_Odon,nt_OET,nt_Oligo,nt_Perlid,nt_Pleco,nt_POET,nt_Ptero,nt_Rhya,nt_Tipulid,nt_Trich,nt_Tromb,pi_Amph,pi_AmphIsop,pi_Baet,pi_Bival,pi_Caen,pi_Coleo,pi_COET,pi_Corb,pi_Cru,pi_CruMol,pi_Dipt,pi_Ephem,pi_EphemNoCae,pi_EphemNoCaeBae,pi_EPT,pi_ET,pi_Gast,pi_Hydro,pi_Hydro2EPT,pi_Hydro2Trich,pi_Insect,pi_Isop,pi_Mega,pi_Mol,pi_NonIns,pi_Odon,pi_OET,pi_Oligo,pi_Pleco,pi_POET,pi_Trich,pi_TricNoHydro,pt_Amph,pt_Bival,pt_Coleo,pt_COET,pt_Dipt,pt_Ephem,pt_EPT,pt_ET,pt_Gast,pt_Insect,pt_Isop,pt_Mega,pt_NonIns,pt_Odon,pt_OET,pt_Oligo,pt_Pleco,pt_POET,pt_Trich,nt_Chiro,pi_Chiro,pt_Chiro,pi_Tanyt,pi_Tanyp,pi_COC2Chi,pi_ChCr2Chi,pi_Orth2Chi,pi_Tanyp2Chi,pi_SimBtri,pi_Colesens,nt_ffg_col,nt_ffg_filt,nt_ffg_pred,nt_ffg_scrap,nt_ffg_shred,pi_ffg_col,pi_ffg_filt,pi_ffg_pred,pi_ffg_scrap,pi_ffg_shred,pt_ffg_col,pt_ffg_filt,pt_ffg_pred,pt_ffg_scrap,pt_ffg_shred,nt_habit_burrow,nt_habit_climb,nt_habit_cling,nt_habit_sprawl,nt_habit_swim,pi_habit_burrow,pi_habit_climb,pi_habit_cling,pi_habit_sprawl,pi_habit_swim,pt_habit_burrow,pt_habit_climb,pt_habit_cling,pt_habit_sprawl,pt_habit_swim,pi_dom01,pi_dom02,pi_dom03,pi_dom04,pi_dom05,x_Shan_2,x_D,x_D_G,x_D_Mg,x_Evenness
19-126-40,LO-Best-P10,SNEP,Ref,-70.985684,41.772798,67.38288698,8/29/2019,58.13953488,100,76.30121816,50.19483522,80.90204369,38.75968992,5.5809,5.5809,4.1055,0.662375,0.00662375,0.058235294,70,1.37,48.60206257,54,19.05803239,1269.625415,1269.625415,15.42978112,15.42978112,10.40851899,10.40851899,5.382960996,5.382960996,22.44799226,22,68.472827,68.472827,0.766998904,0.766998904,2.676987583,2.676987583,2.676987583,1.404124616,1.246882793,2.467343977,2.46734398,2.467343977,2.413339184,13.71571072,3.394936301,3.394936301,3.394936301,1.389074329,1.389074329,1.389074329,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,14,6,15,20,20,20,15,9,9,8,8,10,9,163,5,5,5,85,100,5.3,0.46,18.8,0.09,7.4,4.66,1.086610937,1.145750624,1.37,0.495839902,0.440950056,0.662375,309,165,75,41,44,0,1,1,10,2,24,1,0,9,8,0,0,37,1,2,0,7,1,9,4,0,1,10,0,1,2,7,1,0,2.912621359,0,1.618122977,0,0.647249191,25.24271845,0,2.912621359,4.530744337,63.10679612,10.67961165,10.67961165,10.67961165,24.27184466,23.94822006,0,0.647249191,2.666666667,4.87804878,90.61488673,2.912621359,1.941747573,1.618122977,9.385113269,0.647249191,24.59546926,4.207119741,0.323624595,24.91909385,13.26860841,12.62135922,0,2.272727273,2.272727273,22.72727273,54.54545455,2.272727273,20.45454545,18.18181818,0,84.09090909,2.272727273,4.545454545,15.90909091,2.272727273,20.45454545,9.090909091,2.272727273,22.72727273,15.90909091,18,53.39805825,40.90909091,19.41747573,23.30097087,0,0,7.878787879,43.63636364,0,0,8,6,14,0,3,28.15533981,4.854368932,31.71521036,0,8.090614887,18.18181818,13.63636364,31.81818182,0,6.818181818,5,1,9,11,1,3.883495146,0.647249191,8.090614887,47.89644013,1.294498382,11.36363636,2.272727273,20.45454545,25,2.272727273,19.74110032,38.83495146,49.51456311,55.66343042,60.19417476,4.195390677,0.900304773,7.674407972,7.499989609,0.768466568
19-126-41,LO-Best-P12,SNEP,MidStrs,-70.864275,41.842433,53.73515006,8/29/2019,50,62.5,34.69387755,31.49407911,48.48484848,95.23809524,6.4062,6.4062,2.5366,0.173935,0.00173935,0.253846154,90,1.08,27.55472324,54.28617589,19.02408972,1287.477303,1287.477303,15.47248954,15.47248954,10.10521417,10.10521417,4.733559132,4.733559132,19.82298398,20,66.310761,66.310761,0.727243495,0.727243495,5.493116044,5.493116044,5.493116044,10.02132196,6.421232877,1.784209047,1.78420905,1.784209047,0.604122246,1.455479452,3.38746839,3.38746839,3.38746839,2.885887953,2.885887953,2.885887953,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,3,17,15,4,16,20,15,3,8,8,8,8,10,10,142,0,5,95,0,95,3.15,0.333333333,19.3,0.255,6.5,5.44,1.03095533,1.091589591,1.08,0.122240018,0.693240079,0.173935,324,49,50,47,34,0,1,4,11,2,13,1,0,7,7,0,0,24,1,0,0,10,0,7,6,0,0,7,0,0,2,6,0,0,21.60493827,0,12.96296296,0,3.703703704,19.13580247,0,21.60493827,34.56790123,17.59259259,0.925925926,0.925925926,0.925925926,15.43209877,15.43209877,0,3.395061728,22,23.40425532,36.72839506,21.60493827,0,12.96296296,63.27160494,0,15.43209877,27.77777778,0,15.43209877,14.50617284,11.11111111,0,2.941176471,11.76470588,32.35294118,38.23529412,2.941176471,20.58823529,20.58823529,0,70.58823529,2.941176471,0,29.41176471,0,20.58823529,17.64705882,0,20.58823529,17.64705882,10,15.12345679,29.41176471,2.160493827,2.777777778,0,0,38.7755102,18.36734694,0,3.395061728,12,3,6,4,2,50.30864198,7.716049383,4.938271605,6.172839506,9.567901235,35.29411765,8.823529412,17.64705882,11.76470588,5.882352941,5,0,7,13,1,23.45679012,0,13.88888889,33.95061728,0.925925926,14.70588235,0,20.58823529,38.23529412,2.941176471,21.60493827,41.35802469,52.16049383,58.02469136,61.72839506,4.026605694,0.890870294,5.881596356,5.708608228,0.791476187
19-126-46,LO-Best-R11,SNEP,Ref,-71.315224,41.872506,60.72138559,8/30/2019,47.87234043,73.13829787,48.73353597,100,76.85364281,17.73049645,5.8122,5.8122,4.0084,0.62324,0.0062324,,45,1.49,46.08966243,54.41591824,18.87762833,1251.050055,1251.050055,15.51083435,15.51083435,10.32020477,10.32020477,5.125835517,5.125835517,31.24806442,31,48.900588,48.900588,0.716309981,0.716309981,7.804273769,7.804273769,7.804273769,5.700179533,3.448275862,0.712294828,0.71229483,0.712294828,1.862657092,0,2.518426758,2.518426758,2.518426758,2.260544954,2.260544954,2.260544954,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,16,10,9,18,15,15,7,9,8,9,10,9,9,144,10,10,20,60,95,5.866666667,0.333333333,18.3,0.098,14.2,6.1,1.071503421,1.080375913,1.49,1.025180102,1.084350049,0.62324,323,46,190,12,47,0,2,2,10,5,24,1,0,8,7,2,0,36,1,0,0,11,1,8,6,0,1,9,0,0,1,6,0,0,8.049535604,0,2.167182663,0,0.92879257,59.75232198,0,8.049535604,14.55108359,16.09907121,54.79876161,54.79876161,54.79876161,58.82352941,58.51393189,4.334365325,1.238390093,2.105263158,33.33333333,77.3993808,8.049535604,0,6.501547988,22.6006192,0.309597523,58.82352941,8.049535604,0.309597523,59.13312693,3.715170279,2.476780186,0,4.255319149,4.255319149,21.27659574,51.06382979,2.127659574,17.0212766,14.89361702,4.255319149,76.59574468,2.127659574,0,23.40425532,2.127659574,17.0212766,12.76595745,2.127659574,19.14893617,12.76595745,20,14.24148607,42.55319149,1.238390093,4.024767802,15.2173913,13.04347826,15.2173913,28.26086957,0,0.92879257,11,8,12,3,5,35.29411765,4.643962848,7.120743034,4.953560372,2.786377709,23.40425532,17.0212766,25.53191489,6.382978723,10.63829787,12,2,10,8,2,7.120743034,4.334365325,5.572755418,11.45510836,22.91021672,25.53191489,4.255319149,21.27659574,17.0212766,4.255319149,33.12693498,54.79876161,62.84829721,69.04024768,72.44582043,3.656741268,0.82931879,8.134792018,7.961711336,0.658327982
2016033,B0468,SNEP,Ref,-71.084948,41.772548,89.93252841,9/21/2016,100,87.890625,100,100,99.62121212,52.08333333,11.1537,11.1537,10.4637,0.881391,0.00881391,,10,1.22,48.19062213,53.62874203,19.92218865,1242.832602,1242.832602,15.54421831,15.54421831,10.69297107,10.69297107,5.835567054,5.835567054,17.75195675,18,77.664811,77.664811,0.826835702,0.826835702,1.468570967,1.468570967,1.468570967,0.790853606,0,0.379246349,0.37924635,0.379246349,0.326656924,0,0.521262003,0.521262003,0.521262003,1.946494688,1.946494688,1.946494688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,16,11,18,0,9,9,10,10,10,9,147,,,,,,,,,,,,1.047838743,1.345063479,1.22,1.123779742,1.208419923,0.881391,310,122,172,88,32,0,0,1,17,0,12,3,1,16,14,0,1,31,0,0,0,1,2,16,1,0,2,18,0,1,0,11,0,0,0,0,0,0,2.903225806,51.93548387,0,0,0,40,19.67741935,19.67741935,19.67741935,55.48387097,48.06451613,0,15.16129032,27.3255814,53.40909091,99.35483871,0,0,0,0.64516129,0.967741935,49.03225806,0.64516129,7.419354839,56.4516129,28.38709677,13.22580645,0,0,3.125,53.125,37.5,9.375,50,43.75,0,96.875,0,0,3.125,6.25,50,3.125,6.25,56.25,34.375,11,39.35483871,34.375,4.516129032,25.16129032,0,0,22.95081967,63.93442623,0,2.903225806,8,7,9,3,3,15.16129032,22.58064516,30.96774194,14.83870968,8.387096774,25,21.875,28.125,9.375,9.375,2,3,14,10,0,0.967741935,2.580645161,44.83870968,24.51612903,1.612903226,6.25,9.375,43.75,31.25,0,16.12903226,26.4516129,34.83870968,40.64516129,45.80645161,4.540396063,0.936295525,5.578244,5.403923875,0.908079213
2019077,RSN-TY01,SNEP,Ref,-71.075934,41.778004,64.67059159,8/26/2019,53.57142857,89.28571429,58.50340136,46.90831557,80.23088023,59.52380952,1.8531,4.9167,4.8765,1.096018,0.01096018,,,1.5,39.37309859,53.29334628,19.1391973,1246.220512,1247.523095,15.59541477,15.54531048,10.56123767,10.64197188,5.521885698,5.732596914,11.99611462,22,76.687712,71.700531,0.859258211,0.8980065,1.79698883,1.79698883,0.933552993,0.905562743,3.560209424,0.048567266,0.04856727,0.018304961,0.018480872,0.104712042,0.01391177,0,0.01391177,2.287668753,2.287668753,1.765844072,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,18,16,10,19,18,19,11,10,10,10,10,10,10,171,,,,,,,,,,,,1.176301137,1.246033762,1.5,0.108459998,0.887189908,1.096018,337,103,75,29,42,2,1,2,11,4,21,2,0,8,8,0,1,34,1,1,0,8,1,9,4,0,0,9,0,0,1,6,0,6.231454006,35.3115727,0,5.934718101,0,0.890207715,23.7388724,0,35.3115727,41.2462908,31.75074184,13.64985163,13.64985163,13.64985163,22.25519288,22.25519288,0,0,0,0,56.67655786,29.08011869,0.59347181,5.934718101,43.32344214,0.59347181,22.84866469,2.077151335,0,22.84866469,8.605341246,8.605341246,4.761904762,2.380952381,4.761904762,26.19047619,50,4.761904762,19.04761905,19.04761905,0,80.95238095,2.380952381,2.380952381,19.04761905,2.380952381,21.42857143,9.523809524,0,21.42857143,14.28571429,18,30.56379822,42.85714286,10.08902077,8.902077151,0,0,10.67961165,29.12621359,0,0.890207715,11,5,11,4,3,43.32344214,11.27596439,14.24332344,2.077151335,0.890207715,26.19047619,11.9047619,26.19047619,9.523809524,7.142857143,8,1,6,15,2,5.044510386,0.890207715,11.5727003,51.92878338,0.890207715,19.04761905,2.380952381,14.28571429,35.71428571,4.761904762,29.08011869,41.83976261,48.36795252,54.59940653,59.64391691,4.05029127,0.879958439,7.216392018,7.04457316,0.751122561
2019084,TAU-W2910,SNEP,Ref,-71.242463,41.958515,34.10486813,9/16/2019,27.77777778,92.59259259,21.34038801,23.9734448,8.080808081,30.86419753,5.913,5.913,5.0443,0.247271,0.00247271,,60,1.31,40.6037169,55.22541857,19.61480357,1263.874933,1263.874933,15.70350445,15.70350445,9.967600641,9.967600641,4.22610884,4.22610884,29.847793,30,55.175038,55.175038,0.753168703,0.753168703,7.716894977,7.716894977,7.716894977,7.470137279,12.98701299,0.471841705,0.4718417,0.471841705,0.552683188,0,1.388127854,1.388127854,1.388127854,2.623760332,2.623760332,2.623760332,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,4,15,16,10,18,14,20,12,10,10,10,10,10,8,163,,,,,,,,,,,,1.039880916,1.288590843,1.31,0.0014,0.064140003,0.247271,333,39,38,4,28,1,1,1,4,5,13,1,0,2,2,2,0,18,1,0,0,10,1,3,2,0,0,3,0,0,0,1,1,6.606606607,24.62462462,0,0.900900901,0,0.3003003,12.01201201,0,24.62462462,72.07207207,13.21321321,10.21021021,10.21021021,10.21021021,11.41141141,11.41141141,46.54654655,0,0,0,25.52552553,18.01801802,0,47.44744745,74.47447447,0.3003003,11.71171171,0.900900901,0,11.71171171,1.201201201,1.201201201,3.571428571,3.571428571,3.571428571,14.28571429,46.42857143,3.571428571,7.142857143,7.142857143,7.142857143,64.28571429,3.571428571,0,35.71428571,3.571428571,10.71428571,7.142857143,0,10.71428571,3.571428571,11,11.71171171,39.28571429,1.801801802,3.003003003,0,0,7.692307692,25.64102564,0,0.3003003,8,4,8,2,2,31.23123123,3.303303303,5.105105105,46.54654655,0.900900901,28.57142857,14.28571429,28.57142857,7.142857143,7.142857143,3,5,5,9,1,6.006006006,47.44744745,3.003003003,29.12912913,0.600600601,10.71428571,17.85714286,17.85714286,32.14285714,3.571428571,46.24624625,64.26426426,74.47447447,81.08108108,85.88588589,2.75743968,0.735221708,4.820818368,4.648646283,0.573587706
19-126-08,LO-Worst-P1,SNEP,HighStrs,-71.408808,41.872634,67.89774298,8/24/2019,54.87804878,91.46341463,39.83739837,56.46258503,64.74501109,100,9.9774,9.9774,22.941671,0.1594,0.001594,0.208163265,80,1.13,26.63308768,54.98286127,19.50185892,1252.277583,1252.277583,15.5652669,15.5652669,10.47164223,10.47164223,5.373628584,5.373628584,0.55024355,1,2.056648,2.056648,0.362954108,0.362954108,93.47826087,93.47826087,93.47826087,39.35139798,91.80887372,0.009020386,0.00902039,0.009020386,1.348966707,0,0,0,0,17.71907899,17.71907899,17.71907899,0,0,0,0,0,0,0,0,0,0.100226512,0.100226512,2.204983262,2.204983262,8,1,1,0,3,8,11,8,17,17,13,6,7,7,9,4,2,2,111,0,20,20,60,45,5.466666667,0.64,20.2,0.494,6.7,6.71,1.062110613,1.257234305,1.13,0.046859998,0.488759974,0.1594,302,32,61,61,44,0,2,4,13,7,15,0,0,6,6,4,0,31,1,1,0,13,3,9,5,0,0,9,0,0,0,6,1,0,1.324503311,0,16.22516556,0,9.602649007,37.08609272,0,1.324503311,41.05960265,15.56291391,0,0,0,20.1986755,20.1986755,23.50993377,18.21192053,90.16393443,90.16393443,53.64238411,1.324503311,0.331125828,39.73509934,46.35761589,7.284768212,27.48344371,4.635761589,0,27.48344371,20.1986755,1.986754967,0,4.545454545,9.090909091,29.54545455,34.09090909,0,13.63636364,13.63636364,9.090909091,70.45454545,2.272727273,2.272727273,29.54545455,6.818181818,20.45454545,11.36363636,0,20.45454545,13.63636364,9,10.59602649,20.45454545,2.98013245,4.304635762,0,0,9.375,40.625,0.331125828,9.602649007,11,8,14,4,2,10.92715232,25.16556291,16.55629139,21.85430464,2.649006623,25,18.18181818,31.81818182,9.090909091,4.545454545,7,7,15,8,0,5.298013245,31.12582781,30.79470199,9.271523179,0,15.90909091,15.90909091,34.09090909,18.18181818,0,19.20529801,35.43046358,48.67549669,53.97350993,57.61589404,4.359875171,0.908688215,7.705203108,7.530084855,0.798595069
19-126-09,LO-Worst-P3,SNEP,HighStrs,-71.452045,41.769629,53.25955077,8/24/2019,53.19148936,66.4893617,38.60182371,76.3616705,31.72147002,53.19148936,3.9834,50.1111,48.786301,0.401889,0.00401889,0.198,80,1.11,23.46850203,56,20.10068504,1224.610946,1251.524007,15.47959113,15.25343164,10.67243438,10.17141114,5.858804999,5.084317099,6.552191595,11,0.474469,27.398121,0.402529589,0.496534735,87.12155445,87.12155445,45.94730509,44.88109075,74.9672346,2.124678963,0,2.124678963,2.186306526,0,1.362273029,0,1.362273029,14.65707302,14.65707302,6.598710471,55737.91234,55737.91234,53414.34532,0,0,0,0,0,0,0,0.119733951,0.502083647,0.259423561,6,3,0,1,3,8,14,16,10,13,19,8,6,5,9,9,9,9,135,5,45,10,40,65,5.466666667,0.55,21.1,0.498,8.8,6.8,1.202131079,1.28091375,1.11,0.418919994,0.143119987,0.401889,308,106,79,65,51,2,2,2,12,6,23,1,0,7,7,1,0,36,1,0,0,15,3,10,5,0,0,10,0,0,1,6,3,3.571428571,3.896103896,4.545454545,1.298701299,0,6.493506494,43.18181818,0.974025974,3.896103896,5.519480519,43.50649351,4.545454545,4.545454545,0,25.64935065,25.64935065,0.324675325,9.090909091,35.44303797,43.07692308,88.31168831,0.324675325,0,1.623376623,11.68831169,11.03896104,36.68831169,4.545454545,0,36.68831169,21.1038961,12.01298701,3.921568627,3.921568627,3.921568627,23.52941176,45.09803922,1.960784314,13.7254902,13.7254902,1.960784314,70.58823529,1.960784314,0,29.41176471,5.882352941,19.60784314,9.803921569,0,19.60784314,11.76470588,16,34.41558442,31.37254902,11.68831169,0.974025974,4.716981132,3.773584906,23.58490566,2.830188679,2.922077922,6.493506494,15,9,11,1,5,25.64935065,25,18.83116883,4.545454545,13.96103896,29.41176471,17.64705882,21.56862745,1.960784314,9.803921569,8,5,15,12,0,4.87012987,11.36363636,49.67532468,16.23376623,0,15.68627451,9.803921569,29.41176471,23.52941176,0,11.03896104,19.80519481,25.64935065,31.49350649,37.01298701,5.053786278,0.955494181,8.900368568,8.725851537,0.890939232
19-126-10,LO-Worst-P8,SNEP,HighStrs,-71.479722,41.797131,56.10917784,8/24/2019,49.01960784,61.2745098,16.15312792,78.83527243,49.67320261,81.69934641,1.2726,41.3253,40.169974,0.172439,0.00172439,0.094285714,0,1.17,33.18342999,56,20.02685335,1237.515132,1256.102141,15.43912886,15.20789051,10.54890114,10.07608689,5.653430341,4.939440204,6.789250354,11,7.708628,31.97073,0.508200112,0.515517141,76.37906648,76.37906648,39.15761047,38.09129003,76.06112054,2.539364506,0.91937765,2.539364506,2.5881193,0,1.525578762,0,1.525578762,11.94735392,11.94735392,5.380102307,59397.63777,0,59397.63777,0,0,0,0,0,0,0,0.145189509,0,0.241982514,6,0,0,4,2,8,9,7,18,18,13,8,5,3,9,8,3,3,112,25,35,25,15,70,5.8,0.206666667,18.9,0.59,8.1,7.1,1.096951314,1.215962532,1.17,0.258699961,0.228810004,0.172439,322,28,112,112,52,1,1,6,16,8,15,0,0,7,7,6,0,32,0,0,0,20,3,10,9,0,0,10,0,0,0,7,3,6.52173913,6.52173913,0,7.763975155,0,7.763975155,46.27329193,0,6.52173913,25.46583851,15.52795031,0,0,0,34.7826087,34.7826087,11.18012422,18.01242236,51.78571429,51.78571429,62.11180124,0,0,18.94409938,37.88819876,3.726708075,38.50931677,9.627329193,0,38.50931677,34.7826087,16.77018634,1.923076923,1.923076923,11.53846154,30.76923077,28.84615385,0,13.46153846,13.46153846,11.53846154,61.53846154,0,0,38.46153846,5.769230769,19.23076923,17.30769231,0,19.23076923,13.46153846,13,8.695652174,25,1.242236025,2.48447205,14.28571429,14.28571429,32.14285714,28.57142857,5.900621118,7.763975155,16,8,11,5,3,27.95031056,43.47826087,9.627329193,2.173913043,2.48447205,30.76923077,15.38461538,21.15384615,9.615384615,5.769230769,5,13,15,8,1,9.937888199,18.63354037,47.51552795,10.86956522,0.310559006,9.615384615,25,28.84615385,15.38461538,1.923076923,12.42236025,21.73913043,28.57142857,35.0931677,40.99378882,4.956817041,0.950349138,9.005028285,8.831854664,0.869549945
19-126-27,LO-Best-P13,SNEP,MidStrs,-71.159336,41.995556,57.54576908,8/27/2019,62.5,87.890625,57.44047619,23.61775571,61.74242424,52.08333333,1.8414,37.7712,37.3721,0.05823,0.0005823,,35,1.14,28.6751955,54.64320626,19.59937363,1270.340316,1270.323954,15.76240084,15.62813046,9.904569026,9.844105833,4.042059466,4.054560668,23.11827957,23,26.783969,38.812905,0.485943831,0.622626847,34.06647116,34.06647116,24.25657644,24.41068118,17.4796748,5.034213099,5.0342131,1.470167747,1.531386193,7.588075881,11.06940371,11.06940371,2.165935951,5.072177855,5.072177855,4.091361378,7182.661885,0,7182.661885,0,0,0,0,0,0,0,0.026475198,0,0.026475198,2,4,0,4,3,13,18,14,12,18,20,10,8,9,9,9,10,10,160,0,0,0,100,25,6.533333333,0.523333333,18.1,0.251,4.2,6.71,1.198667567,1.24272158,1.14,0.514139967,0.343550012,0.05823,337,202,32,6,32,3,0,2,10,4,15,2,1,6,6,0,0,25,1,0,0,7,2,8,2,0,0,8,0,0,0,4,0,18.99109792,25.81602374,0,0,0,0.890207715,12.46290801,0,25.81602374,25.81602374,59.94065282,7.715133531,7.715133531,7.715133531,9.495548961,9.495548961,0,0,0,0,72.40356083,6.824925816,0,0,27.59643917,2.077151335,11.5727003,1.18694362,0,11.5727003,1.78041543,1.78041543,9.375,0,6.25,31.25,46.875,6.25,18.75,18.75,0,78.125,3.125,0,21.875,6.25,25,6.25,0,25,12.5,15,59.94065282,46.875,50.44510386,2.37388724,0,0,0.99009901,3.96039604,0,0.890207715,14,3,7,0,2,47.77448071,41.83976261,4.747774481,0,0.890207715,43.75,9.375,21.875,0,6.25,5,2,8,10,1,4.451038576,11.5727003,44.51038576,28.78338279,5.637982196,15.625,6.25,25,31.25,3.125,33.53115727,49.55489614,59.34718101,66.46884273,73.29376855,3.487384973,0.837235513,5.498203442,5.326384584,0.697476995
19-126-28,LO-Best-P14,SNEP,MidStrs,-71.175303,41.966095,62.93487019,8/27/2019,85.36585366,76.2195122,68.87340302,15.88659416,49.96304508,81.30081301,5.4981,58.3326,55.8694,0.167389,0.00167389,0.074181818,45,1.55,26.19540187,55.0022917,19.38797985,1267.861014,1268.132981,15.76075751,15.61726541,9.981911389,9.841485189,4.199395868,4.061815962,21.86937306,23,44.737273,28.665103,0.660384383,0.545245954,32.26309131,20.60893763,32.26309131,32.76222988,21.32841328,1.518190514,0.88394173,1.518190514,1.549064442,1.84501845,1.779014569,1.779014569,1.492887339,5.526325613,3.738628452,5.526325613,88938.55031,3365.198887,88938.55031,0,0.002300829,0,0,0,0,0,0.068572291,0.181881013,0.137144581,3,1,5,1,4,9,12,14,8,20,20,9,7,3,7,4,10,10,133,0,0,0,100,5,6.8,0.81,18,0.431,6.1,7.3,1.215556547,1.23681333,1.55,0.016079999,0.015970001,0.167389,334,93,20,15,41,3,0,3,17,6,17,3,0,11,11,2,1,34,1,0,0,7,3,14,1,0,0,14,0,0,0,8,0,55.68862275,59.28143713,0.898203593,0,0,3.592814371,11.37724551,0,59.28143713,60.47904192,27.84431138,1.497005988,1.497005988,0.598802395,5.988023952,5.988023952,1.19760479,0.299401198,5,6.666666667,39.22155689,3.592814371,0,1.19760479,60.77844311,1.796407186,7.784431138,0.299401198,0,7.784431138,4.491017964,4.191616766,7.317073171,0,7.317073171,41.46341463,41.46341463,7.317073171,26.82926829,26.82926829,4.87804878,82.92682927,2.43902439,0,17.07317073,7.317073171,34.14634146,2.43902439,0,34.14634146,19.51219512,17,27.84431138,41.46341463,9.580838323,6.28742515,11.82795699,10.75268817,16.12903226,22.58064516,0,3.592814371,13,7,10,2,4,69.16167665,13.17365269,9.580838323,1.497005988,3.892215569,31.70731707,17.07317073,24.3902439,4.87804878,9.756097561,3,4,14,13,2,7.48502994,2.694610778,19.16167665,64.97005988,0.898203593,7.317073171,9.756097561,34.14634146,31.70731707,4.87804878,29.34131737,52.99401198,62.2754491,65.86826347,69.46107784,3.67916125,0.84267991,7.05541305,6.883329805,0.686724319
